timestamp,X_sma_30,X_sma_60,X_sma_90,X_sma_150,X_sma_200,X_kama_30,X_kama_60,X_kama_90,X_kama_150,X_kama_200,X_slope_360,X_slope_720,actual_target,forecast,y_predict,y_actual,signal_correct
2025-01-09 21:00:00,0.110029736376617,0.10959301344471667,0.10863961143163846,0.1069420671895632,0.10572712280011799,0.1089874027323384,0.10901787914639437,0.1087625166732351,0.1083460289131724,0.10791665511865825,2.8706739188332766e-08,5.194587003572211e-06,-0.0002709782314155307,4.9623622592751506e-05,1,-1,0
2025-01-09 22:00:00,0.110025835705928,0.10960299340667334,0.1086359220070569,0.10694218618280478,0.10572659713526399,0.10898835042438043,0.10902130437743587,0.10876337639470543,0.10834641285256413,0.10791694141380066,4.397239261440362e-09,5.190518271532019e-06,0.00022240137888851486,4.9239793773131217e-05,1,1,1
2025-01-09 23:00:00,0.11002703395117233,0.10961433369465469,0.10863519924962177,0.1069416507132176,0.10572662286711002,0.10898897547543979,0.10902636340132896,0.10876394164666105,0.10834696401826596,0.10791728673642281,-1.798844155183761e-08,5.187096077700247e-06,0.00037521887767866247,4.879528878209575e-05,1,1,1
2025-01-10 00:00:00,0.11003223484542432,0.10962599181581935,0.10863525807871535,0.10694243408539147,0.10572722205152399,0.10899163711454286,0.10903320455591994,0.10876457888836602,0.10834776866391123,0.10791789940891137,-4.180286949758649e-08,5.182598579688654e-06,0.00033340279224836067,4.819150557479404e-05,1,1,1
2025-01-10 01:00:00,0.11003506474376733,0.10963695070398068,0.10863508999559089,0.10694354964703146,0.10572752348172,0.10899361707687949,0.10904087555308047,0.10876539374848987,0.10834885420510287,0.10791862209768814,-6.135616526292574e-08,5.178973480108245e-06,-0.0001874765654292787,4.7715270799560435e-05,1,-1,0
2025-01-10 02:00:00,0.11003756321257466,0.10964736291906668,0.10863471180856091,0.10694338603132426,0.105727277191194,0.10899516333802962,0.10904688573653976,0.10876616133889978,0.10834958541372292,0.10791923840779225,-8.211341056658872e-08,5.174704884942841e-06,0.00013889756998697322,4.720992609970108e-05,1,1,1
2025-01-10 03:00:00,0.11004080102419234,0.10965755900758802,0.10863568669068267,0.10694396612337706,0.10572700516882201,0.10899723643269198,0.10905311978965798,0.10876715017995918,0.10835048861654373,0.10791992503491331,-1.0193902825001502e-07,5.1702727584020424e-06,0.000333307872315336,4.670656212878071e-05,1,1,1
2025-01-10 04:00:00,0.11004676675583433,0.10966750082956268,0.10863638423564913,0.1069448189082752,0.10572595751509199,0.10900198063385823,0.10906032901688707,0.10876824801729672,0.1083516562933774,0.1079209933382313,-1.1893517053839834e-07,5.1672024304805455e-06,0.0003817880174095123,4.6073858752968534e-05,1,1,1
2025-01-10 05:00:00,0.11005846876790132,0.10967598061889401,0.10863818272508068,0.10694628153353652,0.10572500911276801,0.1090175350953882,0.10906753918546974,0.10876999131776287,0.10835329393876268,0.10792225522017929,-1.322513567856992e-07,5.164514125103298e-06,4.8572657757040005e-05,4.4967124065774315e-05,1,1,1
2025-01-10 06:00:00,0.11006818220275433,0.10968508336126467,0.10864245203644156,0.10694801189359147,0.105724626811056,0.10902980650842663,0.10907547932906442,0.10877308636995696,0.10835507654862123,0.10792334182154796,-1.4351332838031472e-07,5.162077972324288e-06,0.00031917624773636355,4.4089473140821895e-05,1,1,1
2025-01-10 07:00:00,0.110078303550882,0.10969426238359936,0.10864602380283601,0.1069499802401296,0.10572485839766999,0.10904392738759937,0.10908445378245607,0.108776138179646,0.10835720403962376,0.1079245283709263,-1.5213646069837383e-07,5.1607914176517125e-06,0.00021502840455855932,4.318122015135989e-05,1,1,1
2025-01-10 08:00:00,0.11008829742611133,0.10970314899940534,0.10864998216041667,0.10695192875446079,0.10572498338092198,0.1090584024378164,0.1090936331123722,0.10877966528475029,0.10835947487483828,0.10792577047059895,-1.600667724296419e-07,5.159998730819464e-06,-0.0009778221611949078,4.2276178421567234e-05,1,-1,0
2025-01-10 09:00:00,0.11009553788673666,0.10971061172255,0.10865874769535647,0.1069534459182912,0.10572472973844001,0.10906273186685689,0.10909761222068416,0.1087852044632921,0.10836080347369773,0.10792658084169812,-1.7420035549723616e-07,5.157288472339025e-06,0.00036096822785425253,4.183040239702104e-05,1,1,1
2025-01-10 10:00:00,0.11010548077280666,0.10971712094614469,0.1086666307938929,0.10695503745289761,0.10572460843116599,0.10907120408708813,0.1091019090048802,0.10879102085701584,0.10836240609947095,0.10792752282121798,-1.8439771757515796e-07,5.1537778498566435e-06,-2.0817575585141412e-05,4.119391460156443e-05,1,-1,0
2025-01-10 11:00:00,0.11011422541363232,0.10972383358297667,0.10867548037039489,0.10695690663840106,0.105724906185384,0.10907808816836347,0.10910622668544667,0.10879763422272827,0.10836410159839932,0.10792850564188941,-1.9776584650877333e-07,5.150213384496138e-06,-0.000215119425978072,4.0638032439722545e-05,1,-1,0
2025-01-10 12:00:00,0.11012195027127133,0.10972888077392802,0.10868193476237357,0.10695866178871466,0.105725093660262,0.10908266908161507,0.10910894296870567,0.10880176881716133,0.10836557587064179,0.10792934684320933,-2.0956782805019406e-07,5.145503814353631e-06,9.717161200772928e-05,4.0194183432474175e-05,1,1,1
2025-01-10 13:00:00,0.110130924363314,0.109734372931336,0.108685960353204,0.106960273155528,0.10572543920219399,0.10908867955018077,0.10911207753818543,0.1088045660252038,0.10836705877410938,0.1079302766647079,-2.2403074067446866e-07,5.1408129364459005e-06,-0.00038864868241161865,3.961330564145061e-05,1,-1,0
2025-01-10 14:00:00,0.11013760394318664,0.10974094572156737,0.1086895489279109,0.10696160687144426,0.10572555683349001,0.10909118155309833,0.10911489091926277,0.10880651633429854,0.10836816666021312,0.10793095487726455,-2.3905855693801056e-07,5.1358459372581774e-06,-1.388570674765166e-05,3.918857049712055e-05,1,-1,0
